Material Description,Material No,date,Plant,sales,UOM,Total Actual Cost
AMRITHA JASMINE (1X144),6010000653,30.12.2018,1007,"18,720.00",EA,"446,861.48"
AMRITHA JASMINE (1X144),6010000653,31.12.2018,1007,"36,288.00",EA,"865,774.61"
AMRITHA JASMINE (1X144),6010000653,04.01.2019,1007,"6,768.00",EA,"165,627.10"
AMRITHA JASMINE (1X144),6010000653,08.01.2019,1007,"15,120.00",EA,"399,923.17"
AMRITHA JASMINE (1X144),6010000653,09.01.2019,1007,"47,520.00",EA,"1,247,832.53"
AMRITHA JASMINE (1X144),6010000653,10.01.2019,1007,"4,032.00",EA,"109,787.12"
AMRITHA JASMINE (1X144),6010000653,10.01.2019,1007,"7,344.00",EA,"150,410.02"
AMRITHA JASMINE (1X144),6010000653,17.01.2019,1007,"44,064.00",EA,"1,223,118.88"
AMRITHA JASMINE (1X144),6010000653,19.01.2019,1007,"41,328.00",EA,"1,054,501.05"
AMRITHA JASMINE (1X144),6010000653,30.01.2019,1007,"37,728.00",EA,"917,245.02"
AMRITHA JASMINE (1X144),6010000653,31.01.2019,1007,"34,848.00",EA,"852,883.01"
AMRITHA JASMINE (1X144),6010000653,31.01.2019,1007,"31,536.00",EA,"642,293.44"
AMRITHA JASMINE (1X144),6010000653,13.02.2019,1007,"25,200.00",EA,"706,371.74"
AMRITHA JASMINE (1X144),6010000653,14.02.2019,1007,"22,896.00",EA,"672,620.09"
AMRITHA JASMINE (1X144),6010000653,15.02.2019,1007,"27,216.00",EA,"685,632.05"
AMRITHA JASMINE (1X144),6010000653,16.02.2019,1007,"19,296.00",EA,"509,520.76"
AMRITHA JASMINE (1X144),6010000653,18.02.2019,1007,"17,712.00",EA,"463,786.90"
AMRITHA JASMINE (1X144),6010000653,20.02.2019,1007,"23,472.00",EA,"679,713.13"
AMRITHA JASMINE (1X144),6010000653,21.02.2019,1007,"28,224.00",EA,"754,419.64"
AMRITHA JASMINE (1X144),6010000653,22.02.2019,1007,432,EA,"10,827.76"
AMRITHA JASMINE (1X144),6010000653,25.02.2019,1007,"27,792.00",EA,"685,773.55"
AMRITHA JASMINE (1X144),6010000653,26.02.2019,1007,"2,016.00",EA,"45,949.88"
AMRITHA JASMINE (1X144),6010000653,07.03.2019,1007,"7,632.00",EA,"205,268.87"
AMRITHA JASMINE (1X144),6010000653,11.03.2019,1007,"21,312.00",EA,"537,643.13"
AMRITHA JASMINE (1X144),6010000653,13.03.2019,1007,"23,472.00",EA,"732,656.76"
AMRITHA JASMINE (1X144),6010000653,14.03.2019,1007,"13,824.00",EA,"454,876.15"
AMRITHA JASMINE (1X144),6010000653,16.03.2019,1007,864,EA,"25,187.83"
AMRITHA JASMINE (1X144),6010000653,18.03.2019,1007,"43,056.00",EA,"1,264,580.67"
AMRITHA JASMINE (1X144),6010000653,25.03.2019,1007,"32,976.00",EA,"980,433.35"
AMRITHA JASMINE (1X144),6010000653,26.03.2019,1007,"25,344.00",EA,"765,980.57"
AMRITHA JASMINE (1X144),6010000653,28.03.2019,1007,"11,520.00",EA,"281,064.16"
AMRITHA JASMINE (1X144),6010000653,28.03.2019,1007,"18,720.00",EA,"344,440.01"
AMRITHA JASMINE (1X144),6010000653,01.04.2019,1007,"2,880.00",EA,"82,798.79"
AMRITHA JASMINE (1X144),6010000653,01.04.2019,1007,"14,400.00",EA,"427,217.20"
AMRITHA JASMINE (1X144),6010000653,01.04.2019,1007,"12,672.00",EA,"364,549.26"
AMRITHA JASMINE (1X144),6010000653,02.04.2019,1007,"11,520.00",EA,"330,726.82"
AMRITHA JASMINE (1X144),6010000653,03.04.2019,1007,"11,520.00",EA,"330,762.11"
AMRITHA JASMINE (1X144),6010000653,04.04.2019,1007,"22,320.00",EA,"594,462.39"
AMRITHA JASMINE (1X144),6010000653,06.04.2019,1007,"31,824.00",EA,"910,398.52"
AMRITHA JASMINE (1X144),6010000653,08.04.2019,1007,"13,536.00",EA,"388,747.90"
AMRITHA JASMINE (1X144),6010000653,09.04.2019,1007,"20,016.00",EA,"582,627.96"
AMRITHA JASMINE (1X144),6010000653,23.04.2019,1007,"7,200.00",EA,"211,853.15"
AMRITHA JASMINE (1X144),6010000653,24.04.2019,1007,"1,440.00",EA,"41,504.55"
AMRITHA JASMINE (1X144),6010000653,24.04.2019,1007,"48,672.00",EA,"1,368,183.02"
AMRITHA JASMINE (1X144),6010000653,30.04.2019,1007,"10,224.00",EA,"292,544.92"
AMRITHA JASMINE (1X144),6010000653,30.04.2019,1007,"24,048.00",EA,"635,097.67"
AMRITHA JASMINE (1X144),6010000653,03.05.2019,1007,"18,432.00",EA,"524,948.20"
AMRITHA JASMINE (1X144),6010000653,05.05.2019,1007,"32,976.00",EA,"819,970.82"
AMRITHA JASMINE (1X144),6010000653,06.05.2019,1007,"22,464.00",EA,"596,777.53"
AMRITHA JASMINE (1X144),6010000653,14.05.2019,1007,"4,464.00",EA,"128,464.31"
AMRITHA JASMINE (1X144),6010000653,15.05.2019,1007,"14,400.00",EA,"430,891.27"
AMRITHA JASMINE (1X144),6010000653,15.05.2019,1007,"14,400.00",EA,"430,390.77"
AMRITHA JASMINE (1X144),6010000653,15.05.2019,1007,864,EA,"24,665.52"
AMRITHA JASMINE (1X144),6010000653,16.05.2019,1007,12,EA,327.16
AMRITHA JASMINE (1X144),6010000653,16.05.2019,1007,"29,664.00",EA,"993,179.05"
AMRITHA JASMINE (1X144),6010000653,20.05.2019,1007,"29,952.00",EA,"962,167.72"
AMRITHA JASMINE (1X144),6010000653,21.05.2019,1007,"25,200.00",EA,"768,076.21"
AMRITHA JASMINE (1X144),6010000653,22.05.2019,1007,"23,040.00",EA,"706,847.67"
AMRITHA JASMINE (1X144),6010000653,23.05.2019,1007,"3,168.00",EA,"90,667.33"
AMRITHA JASMINE (1X144),6010000653,24.05.2019,1007,"3,456.00",EA,"103,632.14"
AMRITHA JASMINE (1X144),6010000653,25.05.2019,1007,"3,312.00",EA,"92,390.17"
AMRITHA JASMINE (1X144),6010000653,31.05.2019,1007,"25,488.00",EA,"749,616.65"
AMRITHA JASMINE (1X144),6010000653,31.05.2019,1007,"29,376.00",EA,"856,688.35"
AMRITHA JASMINE (1X144),6010000653,03.06.2019,1007,"33,552.00",EA,"1,037,117.61"
AMRITHA JASMINE (1X144),6010000653,17.06.2019,1007,"19,728.00",EA,"627,761.53"
AMRITHA JASMINE (1X144),6010000653,18.06.2019,1007,"19,728.00",EA,"603,786.24"
AMRITHA JASMINE (1X144),6010000653,19.06.2019,1007,"22,608.00",EA,"683,122.71"
AMRITHA JASMINE (1X144),6010000653,26.06.2019,1007,"7,200.00",EA,"215,970.23"
AMRITHA JASMINE (1X144),6010000653,26.06.2019,1007,"7,632.00",EA,"219,130.86"
AMRITHA JASMINE (1X144),6010000653,27.06.2019,1007,"6,624.00",EA,"199,447.34"
AMRITHA JASMINE (1X144),6010000653,27.06.2019,1007,"17,280.00",EA,"543,310.11"
AMRITHA JASMINE (1X144),6010000653,28.06.2019,1007,"9,072.00",EA,"283,903.12"
AMRITHA JASMINE (1X144),6010000653,29.06.2019,1007,"15,120.00",EA,"457,313.89"
AMRITHA JASMINE (1X144),6010000653,29.06.2019,1007,"5,040.00",EA,"158,863.29"
AMRITHA JASMINE (1X144),6010000653,30.06.2019,1007,"21,600.00",EA,"689,295.08"
AMRITHA JASMINE (1X144),6010000653,03.07.2019,1007,"3,600.00",EA,"106,235.39"
AMRITHA JASMINE (1X144),6010000653,03.07.2019,1007,"14,400.00",EA,"411,461.05"
AMRITHA JASMINE (1X144),6010000653,04.07.2019,1007,"9,216.00",EA,"273,867.54"
AMRITHA JASMINE (1X144),6010000653,05.07.2019,1007,"39,312.00",EA,"1,086,534.75"
AMRITHA JASMINE (1X144),6010000653,08.07.2019,1007,"2,880.00",EA,"85,926.44"
AMRITHA JASMINE (1X144),6010000653,10.07.2019,1007,"10,800.00",EA,"335,186.59"
AMRITHA JASMINE (1X144),6010000653,11.07.2019,1007,"40,608.00",EA,"1,215,382.84"
AMRITHA JASMINE (1X144),6010000653,12.07.2019,1007,"45,504.00",EA,"1,165,686.40"
AMRITHA JASMINE (1X144),6010000653,22.07.2019,1007,"35,712.00",EA,"901,684.29"
AMRITHA JASMINE (1X144),6010000653,24.07.2019,1007,"25,776.00",EA,"745,007.34"
AMRITHA JASMINE (1X144),6010000653,25.07.2019,1007,"27,072.00",EA,"650,119.68"
AMRITHA JASMINE (1X144),6010000653,27.07.2019,1007,"42,912.00",EA,"1,199,710.96"
AMRITHA JASMINE (1X144),6010000653,02.08.2019,1007,"9,360.00",EA,"263,792.49"
AMRITHA JASMINE (1X144),6010000653,03.08.2019,1007,"18,720.00",EA,"576,107.06"
AMRITHA JASMINE (1X144),6010000653,05.08.2019,1007,"47,664.00",EA,"1,338,279.77"
AMRITHA JASMINE (1X144),6010000653,19.08.2019,1007,"59,184.00",EA,"1,698,764.88"
AMRITHA JASMINE (1X144),6010000653,20.08.2019,1007,"50,112.00",EA,"1,460,731.65"
AMRITHA JASMINE (1X144),6010000653,21.08.2019,1007,"54,144.00",EA,"1,446,888.56"
AMRITHA JASMINE (1X144),6010000653,22.08.2019,1007,"1,440.00",EA,"32,804.89"
AMRITHA JASMINE (1X144),6010000653,10.09.2019,1007,"22,608.00",EA,"657,054.47"
AMRITHA JASMINE (1X144),6010000653,11.09.2019,1007,"48,240.00",EA,"1,453,064.88"
AMRITHA JASMINE (1X144),6010000653,12.09.2019,1007,"34,704.00",EA,"1,025,044.36"
AMRITHA JASMINE (1X144),6010000653,17.09.2019,1007,"7,632.00",EA,"226,202.83"
AMRITHA JASMINE (1X144),6010000653,24.09.2019,1007,"47,520.00",EA,"1,320,385.69"
AMRITHA JASMINE (1X144),6010000653,24.09.2019,1007,"40,464.00",EA,"998,621.44"
AMRITHA JASMINE (1X144),6010000653,02.10.2019,1007,"44,064.00",EA,"1,273,533.25"
AMRITHA JASMINE (1X144),6010000653,04.10.2019,1007,"23,184.00",EA,"671,488.65"
AMRITHA JASMINE (1X144),6010000653,06.10.2019,1007,"21,312.00",EA,"612,015.31"
AMRITHA JASMINE (1X144),6010000653,18.10.2019,1007,720,EA,"20,674.65"
AMRITHA JASMINE (1X144),6010000653,18.10.2019,1007,"17,856.00",EA,"553,287.26"
AMRITHA JASMINE (1X144),6010000653,18.10.2019,1007,"14,832.00",EA,"444,734.72"
AMRITHA JASMINE (1X144),6010000653,19.10.2019,1007,"11,232.00",EA,"330,213.59"
AMRITHA JASMINE (1X144),6010000653,23.10.2019,1007,"3,456.00",EA,"103,542.73"
AMRITHA JASMINE (1X144),6010000653,25.10.2019,1007,"19,296.00",EA,"579,758.95"
AMRITHA JASMINE (1X144),6010000653,25.10.2019,1007,"17,856.00",EA,"524,823.77"
AMRITHA JASMINE (1X144),6010000653,30.10.2019,1007,"1,296.00",EA,"37,094.64"
AMRITHA JASMINE (1X144),6010000653,31.10.2019,1007,"19,584.00",EA,"596,298.99"
AMRITHA JASMINE (1X144),6010000653,31.10.2019,1007,"24,912.00",EA,"759,375.56"
AMRITHA JASMINE (1X144),6010000653,06.11.2019,1007,"2,592.00",EA,"74,822.17"
AMRITHA JASMINE (1X144),6010000653,06.11.2019,1007,"42,480.00",EA,"1,223,067.92"
AMRITHA JASMINE (1X144),6010000653,14.11.2019,1007,"12,384.00",EA,"357,042.64"
AMRITHA JASMINE (1X144),6010000653,14.11.2019,1007,"9,504.00",EA,"274,292.28"
AMRITHA JASMINE (1X144),6010000653,20.11.2019,1007,"22,464.00",EA,"662,288.39"
AMRITHA JASMINE (1X144),6010000653,22.11.2019,1007,"5,040.00",EA,"145,292.30"
AMRITHA JASMINE (1X144),6010000653,23.11.2019,1007,"24,624.00",EA,"745,773.11"
AMRITHA JASMINE (1X144),6010000653,30.11.2019,1007,"21,456.00",EA,"612,158.27"
AMRITHA JASMINE (1X144),6010000653,30.11.2019,1007,"25,344.00",EA,"765,583.94"
AMRITHA JASMINE (1X144),6010000653,30.11.2019,1007,"48,960.00",EA,"1,311,298.98"
AMRITHA JASMINE (1X144),6010000653,06.12.2019,1007,"12,384.00",EA,"240,042.29"
AMRITHA JASMINE (1X144),6010000653,07.12.2019,1007,"13,392.00",EA,"399,953.11"
AMRITHA JASMINE (1X144),6010000653,07.12.2019,1007,"24,624.00",EA,"623,851.01"
AMRITHA JASMINE (1X144),6010000653,10.12.2019,1007,"6,336.00",EA,"182,423.96"
AMRITHA JASMINE (1X144),6010000653,13.12.2019,1007,"19,296.00",EA,"579,837.79"
AMRITHA JASMINE (1X144),6010000653,13.12.2019,1007,"22,176.00",EA,"662,517.25"
AMRITHA JASMINE (1X144),6010000653,21.12.2019,1007,"43,632.00",EA,"1,280,921.99"
AMRITHA JASMINE (1X144),6010000653,21.12.2019,1007,"22,464.00",EA,"624,940.08"
AMRITHA JASMINE (1X144),6010000653,28.12.2019,1007,"29,520.00",EA,"883,838.73"
AMRITHA JASMINE (1X144),6010000653,28.12.2019,1007,"38,448.00",EA,"1,140,425.53"
AMRITHA JASMINE (1X144),6010000653,31.12.2019,1007,"3,312.00",EA,"95,413.34"
AMRITHA JASMINE (1X144),6010000653,31.12.2019,1007,"15,552.00",EA,"470,713.22"
AMRITHA JASMINE (1X144),6010000653,14.01.2020,1007,"5,472.00",EA,"157,705.44"
AMRITHA JASMINE (1X144),6010000653,16.01.2020,1007,"5,472.00",EA,"157,980.83"
AMRITHA JASMINE (1X144),6010000653,17.01.2020,1007,"5,328.00",EA,"154,027.95"
AMRITHA JASMINE (1X144),6010000653,18.01.2020,1007,"14,400.00",EA,"400,791.35"
AMRITHA JASMINE (1X144),6010000653,21.01.2020,1007,"7,920.00",EA,"163,502.85"
AMRITHA JASMINE (1X144),6010000653,05.02.2020,1007,"3,888.00",EA,"112,618.41"
AMRITHA JASMINE (1X144),6010000653,06.02.2020,1007,"32,544.00",EA,"859,011.96"
AMRITHA JASMINE (1X144),6010000653,09.02.2020,1007,"27,216.00",EA,"832,925.13"
AMRITHA JASMINE (1X144),6010000653,10.02.2020,1007,"33,120.00",EA,"989,783.33"
AMRITHA JASMINE (1X144),6010000653,11.02.2020,1007,"1,008.00",EA,"32,660.25"
AMRITHA JASMINE (1X144),6010000653,15.02.2020,1007,"30,816.00",EA,"903,861.84"
AMRITHA JASMINE (1X144),6010000653,16.02.2020,1007,"36,864.00",EA,"1,058,362.82"
AMRITHA JASMINE (1X144),6010000653,21.02.2020,1007,"31,968.00",EA,"910,549.11"
AMRITHA JASMINE (1X144),6010000653,02.03.2020,1007,"27,648.00",EA,"835,684.88"
AMRITHA JASMINE (1X144),6010000653,02.03.2020,1007,"29,376.00",EA,"924,582.56"
AMRITHA JASMINE (1X144),6010000653,04.03.2020,1007,"14,544.00",EA,"445,681.63"
AMRITHA JASMINE (1X144),6010000653,04.03.2020,1007,"19,728.00",EA,"638,064.60"
AMRITHA JASMINE (1X144),6010000653,13.03.2020,1007,"29,520.00",EA,"892,190.74"
AMRITHA JASMINE (1X144),6010000653,13.05.2020,1007,"4,320.00",EA,"124,901.56"
AMRITHA JASMINE (1X144),6010000653,13.05.2020,1007,"7,200.00",EA,"208,039.79"
AMRITHA JASMINE (1X144),6010000653,14.05.2020,1007,"7,920.00",EA,"244,909.62"
AMRITHA JASMINE (1X144),6010000653,15.05.2020,1007,"1,872.00",EA,"54,061.29"
AMRITHA JASMINE (1X144),6010000653,16.05.2020,1007,"2,160.00",EA,"65,166.14"
AMRITHA JASMINE (1X144),6010000653,19.05.2020,1007,"11,520.00",EA,"343,618.54"
AMRITHA JASMINE (1X144),6010000653,19.05.2020,1007,"24,480.00",EA,"860,478.33"
AMRITHA JASMINE (1X144),6010000653,21.05.2020,1007,"22,464.00",EA,"626,257.93"
AMRITHA JASMINE (1X144),6010000653,22.05.2020,1007,"1,584.00",EA,"11,593.90"
AMRITHA JASMINE (1X144),6010000653,26.05.2020,1007,"14,400.00",EA,"437,455.27"
AMRITHA JASMINE (1X144),6010000653,26.05.2020,1007,"21,600.00",EA,"662,993.43"
AMRITHA JASMINE (1X144),6010000653,26.05.2020,1007,"15,264.00",EA,"458,540.91"
AMRITHA JASMINE (1X144),6010000653,29.05.2020,1007,"7,056.00",EA,"187,539.49"
AMRITHA JASMINE (1X144),6010000653,30.05.2020,1007,"12,960.00",EA,"366,527.99"
AMRITHA JASMINE (1X144),6010000653,01.06.2020,1007,"14,400.00",EA,"418,079.75"
AMRITHA JASMINE (1X144),6010000653,02.06.2020,1007,"4,176.00",EA,"126,506.86"
AMRITHA JASMINE (1X144),6010000653,02.06.2020,1007,"7,200.00",EA,"219,068.87"
AMRITHA JASMINE (1X144),6010000653,03.06.2020,1007,"9,072.00",EA,"228,426.34"
AMRITHA JASMINE (1X144),6010000653,07.06.2020,1007,"2,880.00",EA,"83,750.09"
AMRITHA JASMINE (1X144),6010000653,08.06.2020,1007,"12,960.00",EA,"363,905.60"
AMRITHA JASMINE (1X144),6010000653,09.06.2020,1007,"24,336.00",EA,"668,460.31"
AMRITHA JASMINE (1X144),6010000653,15.06.2020,1007,"7,200.00",EA,"219,122.87"
AMRITHA JASMINE (1X144),6010000653,15.06.2020,1007,"6,624.00",EA,"197,365.20"
AMRITHA JASMINE (1X144),6010000653,16.06.2020,1007,"35,568.00",EA,"1,040,812.42"
AMRITHA JASMINE (1X144),6010000653,17.06.2020,1007,"6,624.00",EA,"167,249.90"
AMRITHA JASMINE (1X144),6010000653,22.06.2020,1007,"19,008.00",EA,"551,832.53"
AMRITHA JASMINE (1X144),6010000653,22.06.2020,1007,"31,536.00",EA,"907,065.24"
AMRITHA JASMINE (1X144),6010000653,23.06.2020,1007,"34,560.00",EA,"1,009,792.31"
AMRITHA JASMINE (1X144),6010000653,24.06.2020,1007,"10,224.00",EA,"191,547.14"
AMRITHA JASMINE (1X144),6010000653,30.06.2020,1007,"2,160.00",EA,"62,798.40"
AMRITHA JASMINE (1X144),6010000653,30.06.2020,1007,"19,296.00",EA,"549,973.53"
AMRITHA JASMINE (1X144),6010000653,02.07.2020,1007,"11,808.00",EA,"302,732.72"
AMRITHA JASMINE (1X144),6010000653,07.07.2020,1007,"7,200.00",EA,"218,719.15"
AMRITHA JASMINE (1X144),6010000653,08.07.2020,1007,"22,608.00",EA,"741,571.88"
AMRITHA JASMINE (1X144),6010000653,08.07.2020,1007,"44,928.00",EA,"1,396,210.37"
AMRITHA JASMINE (1X144),6010000653,09.07.2020,1007,"44,640.00",EA,"1,253,332.57"
AMRITHA JASMINE (1X144),6010000653,13.07.2020,1007,"19,440.00",EA,"591,938.49"
AMRITHA JASMINE (1X144),6010000653,14.07.2020,1007,"29,376.00",EA,"929,706.76"
AMRITHA JASMINE (1X144),6010000653,15.07.2020,1007,"9,360.00",EA,"286,275.70"
AMRITHA JASMINE (1X144),6010000653,16.07.2020,1007,"9,216.00",EA,"228,057.28"
AMRITHA JASMINE (1X144),6010000653,16.07.2020,1007,"2,592.00",EA,"71,082.09"
AMRITHA JASMINE (1X144),6010000653,25.07.2020,1007,"7,200.00",EA,"225,903.99"
AMRITHA JASMINE (1X144),6010000653,26.07.2020,1007,"42,768.00",EA,"1,175,972.40"
AMRITHA JASMINE (1X144),6010000653,28.07.2020,1007,"10,800.00",EA,"335,739.49"
AMRITHA JASMINE (1X144),6010000653,31.07.2020,1007,"3,456.00",EA,"115,073.27"
AMRITHA JASMINE (1X144),6010000653,04.08.2020,1007,"47,520.00",EA,"1,388,038.74"
AMRITHA JASMINE (1X144),6010000653,04.08.2020,1007,"4,464.00",EA,"100,896.63"
AMRITHA JASMINE (1X144),6010000653,10.08.2020,1007,"32,112.00",EA,"933,291.88"
AMRITHA JASMINE (1X144),6010000653,12.08.2020,1007,"1,440.00",EA,"41,479.12"
AMRITHA JASMINE (1X144),6010000653,16.08.2020,1007,"8,640.00",EA,"265,052.01"
AMRITHA JASMINE (1X144),6010000653,18.08.2020,1007,"2,160.00",EA,"63,805.49"
AMRITHA JASMINE (1X144),6010000653,21.08.2020,1007,"30,384.00",EA,"951,766.71"
AMRITHA JASMINE (1X144),6010000653,21.08.2020,1007,"41,328.00",EA,"1,267,040.30"
AMRITHA JASMINE (1X144),6010000653,23.08.2020,1007,"3,168.00",EA,"93,566.30"
AMRITHA JASMINE (1X144),6010000653,24.08.2020,1007,"5,328.00",EA,"162,317.12"
AMRITHA JASMINE (1X144),6010000653,28.08.2020,1007,"13,392.00",EA,"395,609.53"
AMRITHA JASMINE (1X144),6010000653,31.08.2020,1007,"3,168.00",EA,"93,645.88"
AMRITHA JASMINE (1X144),6010000653,03.09.2020,1007,"24,480.00",EA,"722,771.63"
AMRITHA JASMINE (1X144),6010000653,05.09.2020,1007,"2,880.00",EA,"84,860.32"
AMRITHA JASMINE (1X144),6010000653,06.09.2020,1007,"24,192.00",EA,"672,729.88"
AMRITHA JASMINE (1X144),6010000653,10.09.2020,1007,"40,608.00",EA,"1,241,657.32"
AMRITHA JASMINE (1X144),6010000653,11.09.2020,1007,"28,656.00",EA,"833,318.06"
AMRITHA JASMINE (1X144),6010000653,11.09.2020,1007,"2,592.00",EA,"75,390.16"
AMRITHA JASMINE (1X144),6010000653,18.09.2020,1007,"3,744.00",EA,"105,078.84"
AMRITHA JASMINE (1X144),6010000653,19.09.2020,1007,"6,192.00",EA,"180,829.78"
AMRITHA JASMINE (1X144),6010000653,20.09.2020,1007,"25,200.00",EA,"745,986.57"
AMRITHA JASMINE (1X144),6010000653,22.09.2020,1007,"24,480.00",EA,"663,251.34"
AMRITHA JASMINE (1X144),6010000653,05.10.2020,1007,"34,704.00",EA,"1,032,801.63"
AMRITHA JASMINE (1X144),6010000653,07.10.2020,1007,"47,520.00",EA,"1,636,335.51"
AMRITHA JASMINE (1X144),6010000653,08.10.2020,1007,"29,088.00",EA,"988,961.79"
AMRITHA JASMINE (1X144),6010000653,09.10.2020,1007,"19,008.00",EA,"657,147.23"
AMRITHA JASMINE (1X144),6010000653,18.10.2020,1007,"28,944.00",EA,"953,605.84"
AMRITHA JASMINE (1X144),6010000653,19.10.2020,1007,"4,896.00",EA,"156,899.11"
AMRITHA JASMINE (1X144),6010000653,20.10.2020,1007,"27,072.00",EA,"838,780.34"
AMRITHA JASMINE (1X144),6010000653,10.11.2020,1007,"13,680.00",EA,"460,662.17"
AMRITHA JASMINE (1X144),6010000653,12.11.2020,1007,"1,008.00",EA,"32,346.15"
AMRITHA JASMINE (1X144),6010000653,12.11.2020,1007,"2,160.00",EA,"70,692.54"
AMRITHA JASMINE (1X144),6010000653,13.11.2020,1007,"39,024.00",EA,"1,327,061.99"
AMRITHA JASMINE (1X144),6010000653,14.11.2020,1007,"32,400.00",EA,"1,124,821.10"
AMRITHA JASMINE (1X144),6010000653,16.11.2020,1007,"20,448.00",EA,"673,588.06"
AMRITHA JASMINE (1X144),6010000653,22.11.2020,1007,"13,824.00",EA,"472,229.57"
AMRITHA JASMINE (1X144),6010000653,23.11.2020,1007,"30,384.00",EA,"1,004,171.85"
AMRITHA JASMINE (1X144),6010000653,25.11.2020,1007,"8,784.00",EA,"193,283.38"
AMRITHA JASMINE (1X144),6010000653,30.11.2020,1007,"19,008.00",EA,"627,367.46"
AMRITHA JASMINE (1X144),6010000653,30.11.2020,1007,"27,216.00",EA,"867,613.46"
AMRITHA JASMINE (1X144),6010000653,08.12.2020,1007,"31,968.00",EA,"1,055,281.91"
AMRITHA JASMINE (1X144),6010000653,09.12.2020,1007,"17,136.00",EA,"562,492.37"
AMRITHA JASMINE (1X144),6010000653,12.12.2020,1007,"3,744.00",EA,"119,580.35"
AMRITHA JASMINE (1X144),6010000653,19.12.2020,1007,"3,024.00",EA,"96,668.53"
AMRITHA JASMINE (1X144),6010000653,28.12.2020,1007,"37,440.00",EA,"1,289,424.82"
AMRITHA JASMINE (1X144),6010000653,31.12.2020,1007,"31,536.00",EA,"989,448.17"
AMRITHA JASMINE (1X144),6010000653,31.12.2020,1007,"7,488.00",EA,"239,093.23"
AMRITHA JASMINE (1X144),6010000653,04.01.2021,1007,"23,040.00",EA,"742,043.73"
AMRITHA JASMINE (1X144),6010000653,07.01.2021,1007,"4,608.00",EA,"121,485.14"
AMRITHA JASMINE (1X144),6010000653,15.01.2021,1007,"18,432.00",EA,"640,713.30"
AMRITHA JASMINE (1X144),6010000653,16.01.2021,1007,"11,376.00",EA,"261,213.30"
AMRITHA JASMINE (1X144),6010000653,21.01.2021,1007,"35,568.00",EA,"1,125,909.50"
